model_id,org_id,model_type,params_B,metadata_row_present
Gille/StrangeMerges_28-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_29-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_3-7B-slerp,Gille,Merged,7.0,True
Gille/StrangeMerges_30-7B-slerp,Gille,Merged,7.0,True
Gille/StrangeMerges_31-7B-slerp,Gille,Merged,7.0,True
Gille/StrangeMerges_32-7B-slerp,Gille,Merged,7.0,True
Gille/StrangeMerges_33-7B-slerp,Gille,Merged,7.0,True
Gille/StrangeMerges_34-7B-slerp,Gille,Merged,7.0,True
Gille/StrangeMerges_35-7B-slerp,Gille,Merged,7.0,True
Gille/StrangeMerges_36-7B-slerp,Gille,Merged,7.0,True
Gille/StrangeMerges_37-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_38-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_4-7B-slerp,Gille,Merged,7.0,True
Gille/StrangeMerges_40-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_41-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_42-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_43-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_44-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_45-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_46-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_47-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_48-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_49-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_5-7B-ties,Gille,Merged,7.0,True
Gille/StrangeMerges_50-7B-slerp,Gille,Merged,7.0,True
Gille/StrangeMerges_51-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_52-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_53-7B-model_stock,Gille,Merged,7.0,True
Gille/StrangeMerges_6-7B-dare_ties,Gille,Merged,7.0,True
Gille/StrangeMerges_7-7B-slerp,Gille,Merged,7.0,True
Gille/StrangeMerges_8-7B-slerp,Gille,Merged,7.0,True
Gille/StrangeMerges_9-7B-dare_ties,Gille,Merged,7.0,True
GreenNode/GreenNodeLM-7B-v1olet,GreenNode,Chat/post-trained,7.0,True
GreenNode/GreenNodeLM-7B-v2leo,GreenNode,Chat/post-trained,7.0,True
GreenNode/GreenNodeLM-7B-v4leo,GreenNode,Chat/post-trained,7.0,True
GreenNode/GreenNodeLM-v3olet-7B,GreenNode,Fine-tuned,7.0,True
GreenNode/Merged-DPO-7B,GreenNode,Chat/post-trained,7.0,True
GritLM/GritLM-7B,GritLM,Fine-tuned,7.0,True
GritLM/GritLM-8x7B,GritLM,Fine-tuned,46.0,True
Gryphe/MythoBoros-13b,Gryphe,Fine-tuned,13.0,True
Gryphe/MythoLogic-13b,Gryphe,Fine-tuned,13.0,True
Gryphe/MythoLogic-L2-13b,Gryphe,Fine-tuned,13.0,True
Gryphe/MythoMist-7b,Gryphe,Fine-tuned,7.0,True
Gryphe/MythoMix-L2-13b,Gryphe,Fine-tuned,13.0,True
Gryphe/Pantheon-RP-1.0-8b-Llama-3,Gryphe,Fine-tuned,8.0,True
Gryphe/Tiamat-8b-1.2-Llama-3-DPO,Gryphe,Chat/post-trained,8.0,True
H-D-T/Buzz-8b-Large-v0.5,H-D-T,Fine-tuned,8.0,True
HIT-SCIR/Chinese-Mixtral-8x7B,HIT-SCIR,Pretrained,46.0,True
HIT-SCIR/huozi3,HIT-SCIR,Fine-tuned,46.0,True
HWERI/pythia-1.4b-deduped-sharegpt,HWERI,Fine-tuned,1.0,True
HWERI/pythia-70m-deduped-cleansharegpt,HWERI,Fine-tuned,,True
HWERI/pythia-70m-deduped-cleansharegpt-en,HWERI,Fine-tuned,,True
HaileyStorm/llama3-5.4b-instruct,HaileyStorm,Merged,5.0,True
HanNayeoniee/LHK,HanNayeoniee,Chat/post-trained,10.0,True
HanNayeoniee/LHK_DPO_v1,HanNayeoniee,Fine-tuned,12.0,True
Harshvir/Llama-2-7B-physics,Harshvir,Chat/post-trained,7.0,True
Hastagaras/Anjir-8B-L3,Hastagaras,Merged,8.0,True
Hastagaras/Halu-8B-Llama3-Blackroot,Hastagaras,Fine-tuned,8.0,True
Hastagaras/Halu-8B-Llama3-CR-v0.45,Hastagaras,Fine-tuned,8.0,True
Hastagaras/Halu-8B-Llama3-DT,Hastagaras,Merged,8.0,True
Hastagaras/Halu-8B-Llama3-v0.3,Hastagaras,Fine-tuned,8.0,True
Hastagaras/Halu-OAS-8B-Llama3,Hastagaras,Chat/post-trained,8.0,True
Hastagaras/HaluAnjir-8B-L3-DD,Hastagaras,Merged,8.0,True
Hastagaras/llama-3-8b-okay,Hastagaras,Chat/post-trained,8.0,True
Hemanth-thunder/Tamil-Mistral-7B-Instruct-v0.1,Hemanth-thunder,Fine-tuned,7.0,True
Hemanth-thunder/Tamil-Mistral-7B-v0.1,Hemanth-thunder,Continually pretrained,7.0,True
Heng666/EastAsia-4x7B-Moe-experiment,Heng666,Chat/post-trained,18.0,True
Henk717/airochronos-33B,Henk717,Unknown,32.0,True
Henk717/chronoboros-33B,Henk717,Fine-tuned,33.0,True
HenryJJ/Instruct_Mistral-7B-v0.1_Dolly15K,HenryJJ,Fine-tuned,7.0,True
HenryJJ/Instruct_Yi-6B_Dolly15K,HenryJJ,Fine-tuned,6.0,True
HenryJJ/Instruct_Yi-6B_Dolly_CodeAlpaca,HenryJJ,Fine-tuned,6.0,True
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca,HenryJJ,Fine-tuned,7.0,True
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v1,HenryJJ,Fine-tuned,7.0,True
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v2,HenryJJ,Fine-tuned,7.0,True
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v3,HenryJJ,Fine-tuned,7.0,True
HenryJJ/llama3-8B-lima,HenryJJ,Fine-tuned,8.0,True
HenryJJ/llama3-8b-cqia,HenryJJ,Fine-tuned,8.0,True
Herry443/Mistral-7B-KNUT-ref-en,Herry443,Fine-tuned,7.0,True
Hertz/Mistral-Hermes-2x7b,Hertz,Merged,7.0,True
HiTZ/alpaca-lora-65b-en-pt-es-ca,HiTZ,Fine-tuned,65.0,True
Himitsui/Kaiju-11B,Himitsui,Fine-tuned,10.0,True
Himitsui/KuroMitsu-11B,Himitsui,Fine-tuned,11.0,True
HuggingFaceFW/ablation-model-fineweb-v1,HuggingFaceFW,Pretrained,1.0,True
HuggingFaceH4/mistral-7b-grok,HuggingFaceH4,Fine-tuned,7.0,True
HuggingFaceH4/starchat-beta,HuggingFaceH4,Fine-tuned,15.0,True
HuggingFaceH4/zephyr-7b-alpha_private,HuggingFaceH4,Unknown,,False
HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4,Fine-tuned,7.0,True
HuggingFaceH4/zephyr-7b-gemma-v0.1,HuggingFaceH4,Fine-tuned,8.0,True
HuggingFaceTB/cosmo-1b,HuggingFaceTB,Chat/post-trained,1.0,True
HyperbeeAI/Tulpar-7b-v0,HyperbeeAI,Fine-tuned,7.0,True
HyperbeeAI/Tulpar-7b-v1,HyperbeeAI,Fine-tuned,7.0,True
HyperbeeAI/Tulpar-7b-v2,HyperbeeAI,Fine-tuned,7.0,True
ICBU-NPU/FashionGPT-70B-V1,ICBU-NPU,Fine-tuned,70.0,True
ICBU-NPU/FashionGPT-70B-V1.1,ICBU-NPU,Fine-tuned,70.0,True
ICBU-NPU/FashionGPT-70B-V1.2,ICBU-NPU,Fine-tuned,70.0,True
IDEA-CCNL/Ziya-LLaMA-13B-Pretrain-v1,IDEA-CCNL,Fine-tuned,13.0,True
IDEA-CCNL/Ziya-LLaMA-13B-v1,IDEA-CCNL,Fine-tuned,13.0,True
IDEA-CCNL/Ziya2-13B-Base,IDEA-CCNL,Pretrained,13.0,True
IGeniusDev/llama13B-quant8-testv1-openorca-customdataset,IGeniusDev,Fine-tuned,13.0,True
INSAIT-Institute/BgGPT-7B-Instruct-v0.1,INSAIT-Institute,Chat/post-trained,7.0,True
INSAIT-Institute/BgGPT-7B-Instruct-v0.2,INSAIT-Institute,Chat/post-trained,7.0,True
Ichsan2895/Merak-7B-v5-PROTOTYPE1,Ichsan2895,Fine-tuned,7.0,True
IkariDev/Athena-tmp,IkariDev,Unknown,,False
IkariDev/Athena-v1,IkariDev,Fine-tuned,13.0,True
IkariDev/Athena-v3,IkariDev,Fine-tuned,,True
IkariDev/Athena-v4,IkariDev,Fine-tuned,13.0,True
IkariDev/Athnete-13B,IkariDev,Merged,13.0,True
Iker/Llama-3-Neurona-8b,Iker,Chat/post-trained,8.0,True
Iker/Neurona-2b,Iker,Chat/post-trained,2.0,True
InferenceIllusionist/Excalibur-7B,InferenceIllusionist,Unknown,,False
InferenceIllusionist/Excalibur-7b-DPO,InferenceIllusionist,Chat/post-trained,7.0,True
InferenceIllusionist/Magic-Dolphin-7b,InferenceIllusionist,Fine-tuned,7.0,True
Infinimol/miiqu-f16,Infinimol,Merged,90.0,True
InnerI/A-I-0xtom-7B-slerp,InnerI,Fine-tuned,7.0,True
InnerI/I-Code-NousLlama7B-slerp,InnerI,Merged,6.0,True
InnerI/InnerI-AI-sn6-7B-slerp,InnerI,Merged,7.0,True
InnerI/InnerIAI-chat-7b-grok,InnerI,Merged,7.0,True
InnerI/InnerILLM-0x00d0-7B-slerp,InnerI,Merged,7.0,True
InnerI/InnerILLM-7B-slerp,InnerI,Merged,7.0,True
InnerI/InnerILLM-OpenPipe-Nous-Yarn-Mistral-optimized-1228-7B-slerp,InnerI,Merged,7.0,True
Intel/neural-chat-7b-v3,Intel,Fine-tuned,7.0,True
Intel/neural-chat-7b-v3-1,Intel,Fine-tuned,7.0,True
Intel/neural-chat-7b-v3-2,Intel,Unknown,7.0,True
Intel/neural-chat-7b-v3-3,Intel,Unknown,7.0,True
Intel/neural-chat-7b-v3-3-Slerp,Intel,Fine-tuned,7.0,True
Inv/Dykh-Tau-7B,Inv,Merged,7.0,True
Inv/Elbrus-7B,Inv,Fine-tuned,7.0,True
Inv/Kazbek-7B,Inv,Merged,7.0,True
Inv/Konstanta-7B,Inv,Merged,7.0,True
Inv/Konstanta-Alpha-V2-7B,Inv,Merged,7.0,True
Inv/Konstanta-Gamma-10.9B,Inv,Merged,10.0,True
Inv/Konstanta-Gamma-V2-9B,Inv,Merged,8.0,True
Inv/Konstanta-V3-AlphaFlavour-7B,Inv,Merged,7.0,True
Inv/Konstanta-V3-BetaFlavour-7B,Inv,Merged,7.0,True
Inv/Konstanta-V4-Alpha-7B,Inv,Merged,7.0,True
Inv/MoECPM-Untrained-4x2b,Inv,Merged,7.0,True
Inv/MoeMoE-2x7b,Inv,Fine-tuned,12.0,True
Isaak-Carter/J.O.S.I.E.3-Beta10-7B-slerp,Isaak-Carter,Chat/post-trained,7.0,True
Isaak-Carter/J.O.S.I.E.3-Beta11-7B-slerp,Isaak-Carter,Chat/post-trained,7.0,True
Isaak-Carter/J.O.S.I.E.3-Beta12-7B-slerp,Isaak-Carter,Chat/post-trained,7.0,True
Isaak-Carter/J.O.S.I.E.3-Beta8-slerp,Isaak-Carter,Chat/post-trained,7.0,True
Isaak-Carter/JOSIE_Beta-3-7B-slerp,Isaak-Carter,Fine-tuned,7.0,True
Isaak-Carter/JOSIE_Beta-4-7B-slerp,Isaak-Carter,Chat/post-trained,7.0,True
Isotonic/Hermes-2-Pro-Mixtral-4x7B,Isotonic,Merged,24.0,True
Isotonic/Mixnueza-6x32M-MoE,Isotonic,Chat/post-trained,,True
Isotonic/Mixnueza-Chat-6x32M-MoE,Isotonic,Merged,,True
Isotonic/TinyMixtral-4x248M-MoE,Isotonic,Merged,,True
Isotonic/TinyQwex-4x620M-MoE,Isotonic,Fine-tuned,1.0,True
Isotonic/smol_llama-4x220M-MoE,Isotonic,Chat/post-trained,,True
JCX-kcuf/Llama-2-7b-chat-hf-gpt-3.5-80k-base_lora,JCX-kcuf,Fine-tuned,6.0,True
JCX-kcuf/Llama-2-7b-chat-hf-gpt-4-80k,JCX-kcuf,Fine-tuned,7.0,True
JCX-kcuf/Llama-2-7b-chat-hf-gpt-4-80k-base_lora,JCX-kcuf,Fine-tuned,6.0,True
JCX-kcuf/Llama-2-7b-hf-gpt-3.5-80k,JCX-kcuf,Fine-tuned,6.0,True
JCX-kcuf/Llama-2-7b-hf-gpt-4-80k,JCX-kcuf,Fine-tuned,6.0,True
JCX-kcuf/Llama-2-7b-hf-llama2-chat-80k,JCX-kcuf,Fine-tuned,6.0,True
JCX-kcuf/Mistral-7B-v0.1-gpt-4-20k,JCX-kcuf,Fine-tuned,7.0,True
JCX-kcuf/Mistral-7B-v0.1-gpt-4-60k,JCX-kcuf,Fine-tuned,7.0,True
JCX-kcuf/Mistral-7B-v0.1-gpt-4-80k,JCX-kcuf,Fine-tuned,7.0,True
JCX-kcuf/openchat_3.5-gpt-4-80k,JCX-kcuf,Fine-tuned,7.0,True
JackFram/llama-160m,JackFram,Pretrained,,True
JaeyeonKang/CCK-v1.3.0-DPO,JaeyeonKang,Fine-tuned,10.0,True
JaeyeonKang/CCK-v2.0-DPO,JaeyeonKang,Fine-tuned,10.0,True
JaeyeonKang/CCK_Asura_v1,JaeyeonKang,Fine-tuned,68.0,True
JaeyeonKang/CCK_Asura_v1.1.0,JaeyeonKang,Fine-tuned,68.0,True
JaeyeonKang/CCK_Asura_v2,JaeyeonKang,Fine-tuned,68.0,True
JaeyeonKang/CCK_Asura_v2.1,JaeyeonKang,Fine-tuned,68.0,True
JaeyeonKang/CCK_Asura_v3.0,JaeyeonKang,Fine-tuned,68.0,True
JaeyeonKang/CCK_Gony_v0.1,JaeyeonKang,Fine-tuned,46.0,True
JaeyeonKang/CCK_Gony_v0.2,JaeyeonKang,Fine-tuned,46.0,True
JaeyeonKang/CCK_Gony_v3,JaeyeonKang,Fine-tuned,46.0,True
JaeyeonKang/CCK_Gony_v3.1,JaeyeonKang,Fine-tuned,46.0,True
JaeyeonKang/CCK_Gony_v3.2,JaeyeonKang,Fine-tuned,46.0,True
JaeyeonKang/CCK_Gony_v3.3,JaeyeonKang,Fine-tuned,46.0,True
JaeyeonKang/CCK_gony,JaeyeonKang,Fine-tuned,46.0,True
Jaume/openchat-3.5-0106-mod-gpt5,Jaume,Chat/post-trained,7.0,True
Jayant9928/orpo_med_v3,Jayant9928,Chat/post-trained,8.0,True
JiheonJeong/v1,JiheonJeong,Chat/post-trained,,True
Jingyu6/MergeTest-7B-slerp,Jingyu6,Fine-tuned,7.0,True
JoSw-14/LoKuS-13B,JoSw-14,Unknown,,False
Joseph717171/BigOrca-2-XB,Joseph717171,Merged,22.0,True
Joseph717171/Cerebrum-1.0-10.7B,Joseph717171,Merged,10.0,True
Joseph717171/Genstruct-10.7B,Joseph717171,Merged,10.0,True
Joseph717171/Mistral-10.7B-v0.2,Joseph717171,Merged,10.0,True
Joseph717171/Mistral-12.25B-v0.2,Joseph717171,Merged,12.0,True
Joseph717171/SOLAR-19.2B-Instruct-v1.0,Joseph717171,Merged,18.0,True
Joseph717171/Tess-10.7B-v2.0,Joseph717171,Merged,10.0,True
Josephgflowers/160M-TinyLLama-Mini-Cinder,Josephgflowers,Fine-tuned,,True
Josephgflowers/3BigReasonCinder,Josephgflowers,Fine-tuned,3.0,True
Josephgflowers/Cinder-1.3B-Test,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/Cinder-Phi-2-STEM-2.94B-Test,Josephgflowers,Fine-tuned,2.0,True
Josephgflowers/Cinder-Phi-2-Test-1,Josephgflowers,Fine-tuned,2.0,True
Josephgflowers/Cinder-Phi-2-V1-F16-gguf,Josephgflowers,Fine-tuned,2.0,True
Josephgflowers/GPT2-774M-CINDER-SHOW-MULTI-CHAT,Josephgflowers,Fine-tuned,,True
Josephgflowers/Phi-3-mini-4k-instruct-Cinder-llamafied-with-16bit-GGUF,Josephgflowers,Fine-tuned,3.0,True
Josephgflowers/Qllama-.5B-Base-Wiki-Chat-RAG,Josephgflowers,Fine-tuned,,True
Josephgflowers/Qllama-.5B-RAG-1,Josephgflowers,Fine-tuned,,True
Josephgflowers/Qllama-tiny-.5B-test-1,Josephgflowers,Fine-tuned,,True
Josephgflowers/TinyLlama-3T-Cinder-v1,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/TinyLlama-3T-Cinder-v1.1,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/TinyLlama-3T-Cinder-v1.2,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/TinyLlama-3T-Cinder-v1.3,Josephgflowers,Merged,1.0,True
Josephgflowers/TinyLlama-748M-Reason-With-Cinder-Test-2,Josephgflowers,Fine-tuned,,True
Josephgflowers/TinyLlama-Cinder-1.3B-Test.2,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/TinyLlama-Cinder-Agent-Rag,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/TinyLlama-Cinder-Agent-v1,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/TinyLlama-Cinder-Math-Train,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/TinyLlama-Cinder-Tiny-Agent,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/Tinyllama-1.3B-Cinder-Reason-Test,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/Tinyllama-1.3B-Cinder-Reason-Test-2,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/Tinyllama-1.5B-Cinder-Test-1,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/Tinyllama-1.5B-Cinder-Test-2,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/Tinyllama-1.5B-Cinder-Test-3,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/Tinyllama-1.5B-Cinder-Test-4,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/Tinyllama-1.5B-Cinder-Test-5,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/Tinyllama-1.5B-Cinder-Test-6,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/Tinyllama-320M-Cinder-v1,Josephgflowers,Fine-tuned,,True
Josephgflowers/Tinyllama-616M-Cinder,Josephgflowers,Fine-tuned,,True
Josephgflowers/Tinyllama-616M-Cinder-DPO-With-GGUF,Josephgflowers,Fine-tuned,,True
Josephgflowers/Tinyllama-Cinder-1.3B-Reason-Test,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/Tinyllama-Cinder-1.3B-Reason-Test.2,Josephgflowers,Fine-tuned,1.0,True
Josephgflowers/distillgpt2Cinder,Josephgflowers,Fine-tuned,,True
Josephgflowers/tinyllama-730M-test,Josephgflowers,Fine-tuned,,True
JosephusCheung/LL7M,JosephusCheung,Fine-tuned,,True
JosephusCheung/Pwen-14B-Chat-20_30,JosephusCheung,Fine-tuned,14.0,True
JosephusCheung/Pwen-7B-Chat-20_30,JosephusCheung,Fine-tuned,7.0,True
JosephusCheung/Pwen-VL-Chat-20_30,JosephusCheung,Fine-tuned,,True
JosephusCheung/Qwen-LLaMAfied-7B-Chat,JosephusCheung,Fine-tuned,7.0,True
JosephusCheung/Qwen-VL-LLaMAfied-7B-Chat,JosephusCheung,Fine-tuned,7.0,True
JosephusCheung/Yee-34B-200K-Chat,JosephusCheung,Fine-tuned,34.0,True
JunchengXie/Llama-2-13b-chat-hf-gpt-4-80k-base_lora,JunchengXie,Fine-tuned,13.0,True
JunchengXie/Mistral-7B-Instruct-v0.1-gpt-4-80k-base_lora,JunchengXie,Fine-tuned,7.0,True
JunchengXie/Mistral-7B-Instruct-v0.2-gpt-4-80k,JunchengXie,Fine-tuned,7.0,True
JunchengXie/Mistral-7B-Instruct-v0.2-gpt-4-80k-base_lora,JunchengXie,Fine-tuned,7.0,True
JunchengXie/Mistral-7B-v0.1-gpt-4-20k,JunchengXie,Fine-tuned,7.0,True
JunchengXie/Mistral-7B-v0.1-gpt-4-40k,JunchengXie,Fine-tuned,7.0,True
JunchengXie/Mistral-7B-v0.1-gpt-4-60k,JunchengXie,Fine-tuned,7.0,True
JunchengXie/Mistral-7B-v0.1-raw-80k,JunchengXie,Fine-tuned,7.0,True
JunchengXie/Starling-LM-7B-alpha-gpt-4-80k,JunchengXie,Fine-tuned,7.0,True
JunchengXie/zephyr-7b-beta-gpt-4-80k,JunchengXie,Fine-tuned,7.0,True
Juniplayground/Mist_LLaMA-2-7B-1024_V3,Juniplayground,Fine-tuned,7.0,True
KKare/Misgit-7B-slerp,KKare,Merged,7.0,True
Kabster/Bio-Mistralv2-Squared,Kabster,Merged,7.0,True
Kabster/BioMistral-MedicalQA-FT,Kabster,Fine-tuned,7.0,True
Kabster/BioMistral-Zephyr-Beta-SLERP,Kabster,Merged,7.0,True
KaeriJenti/Kaori-34B-v1,KaeriJenti,Fine-tuned,34.0,True
KaeriJenti/Kaori-34b-v2,KaeriJenti,Fine-tuned,34.0,True
KaeriJenti/kaori-34b-v3,KaeriJenti,Fine-tuned,34.0,True
KaeriJenti/kaori-34b-v4,KaeriJenti,Fine-tuned,34.0,True
KaeriJenti/kaori-70b-v1,KaeriJenti,Fine-tuned,70.0,True
Karko/Proctora,Karko,Fine-tuned,12.0,True
KatyTheCutie/EstopianMaid-13B,KatyTheCutie,Fine-tuned,13.0,True
KatyTheCutie/LemonadeRP-4.5.3,KatyTheCutie,Merged,7.0,True
Kearm/94909a799eefebebc2734491449fb3ef,Kearm,Fine-tuned,43.0,True
KeyonZeng/lion-gemma-2b,KeyonZeng,Fine-tuned,8.0,True
KeyonZeng/lion-gemma-7b-cn,KeyonZeng,Fine-tuned,8.0,True
KeyonZeng/lion-gemma-7b-cn-v2,KeyonZeng,Fine-tuned,8.0,True
KeyonZeng/lion-llama3-8b,KeyonZeng,Fine-tuned,8.0,True
KeyonZeng/lion-zephyr-7b,KeyonZeng,Fine-tuned,7.0,True
KeyonZeng/philion-2,KeyonZeng,Fine-tuned,2.0,True
Kiddyz/testlm-1,Kiddyz,Unknown,,False
Kiddyz/testlm-1-1,Kiddyz,Unknown,,False
Kiddyz/testlm-3,Kiddyz,Unknown,,False
Kiddyz/testlm2,Kiddyz,Unknown,,False
KingNish/CodeMaster-v1-7b,KingNish,Merged,6.0,True
KingNish/CodeMaster-v1-9b,KingNish,Merged,9.0,True
KingNish/KingNish-Llama3-8b,KingNish,Chat/post-trained,8.0,True
KingNish/Llama3-12b,KingNish,Merged,11.0,True
KingNish/tinyllama,KingNish,Chat/post-trained,1.0,True
Knobi3/EvoMerge1,Knobi3,Merged,7.0,True
KnutJaegersberg/CausalLM-Platypus-14B,KnutJaegersberg,Chat/post-trained,14.0,True
KnutJaegersberg/Deacon-1_8b,KnutJaegersberg,Chat/post-trained,1.0,True
KnutJaegersberg/Deacon-1b,KnutJaegersberg,Chat/post-trained,1.0,True
KnutJaegersberg/Deacon-20B,KnutJaegersberg,Chat/post-trained,20.0,True
KnutJaegersberg/Deacon-34b-Adapter,KnutJaegersberg,Chat/post-trained,34.0,True
KnutJaegersberg/Deacon-34b-qlora-adapter,KnutJaegersberg,Chat/post-trained,34.0,True
KnutJaegersberg/Deita-1_8B,KnutJaegersberg,Chat/post-trained,8.0,True
KnutJaegersberg/Deita-20b,KnutJaegersberg,Fine-tuned,19.0,True
KnutJaegersberg/Deita-2b,KnutJaegersberg,Chat/post-trained,3.0,True
KnutJaegersberg/Deita-32b,KnutJaegersberg,Chat/post-trained,32.0,True
KnutJaegersberg/Deita-34b,KnutJaegersberg,Chat/post-trained,34.0,True
KnutJaegersberg/Deita-4b,KnutJaegersberg,Chat/post-trained,3.0,True
KnutJaegersberg/Deita-500m,KnutJaegersberg,Chat/post-trained,,True
KnutJaegersberg/Deita-Qwen-1_8B,KnutJaegersberg,Chat/post-trained,1.0,True
KnutJaegersberg/Galpaca-30b-MiniOrca,KnutJaegersberg,Chat/post-trained,29.0,True
KnutJaegersberg/LLongMA-3b-LIMA,KnutJaegersberg,Chat/post-trained,3.0,True
KnutJaegersberg/MistralInstructLongish,KnutJaegersberg,Chat/post-trained,7.0,True
KnutJaegersberg/Nanbeige-16B-Base-32K-llama,KnutJaegersberg,Pretrained,15.0,True
KnutJaegersberg/Qwen-14B-Llamafied,KnutJaegersberg,Pretrained,14.0,True
KnutJaegersberg/Qwen-1_8B-Chat-llama,KnutJaegersberg,Chat/post-trained,1.0,True
KnutJaegersberg/Qwen-1_8B-Llamafied,KnutJaegersberg,Pretrained,1.0,True
KnutJaegersberg/Qwen-1_8b-EverythingLM,KnutJaegersberg,Chat/post-trained,1.0,True
KnutJaegersberg/RWKV-4-PilePlus-169M-20230520-done-ctx4096,KnutJaegersberg,Fine-tuned,,True
KnutJaegersberg/RWKV-4-PilePlus-1B5-20230520-2942-486Gtokens-ctx4096,KnutJaegersberg,Fine-tuned,1.0,True
KnutJaegersberg/RWKV-4-PilePlus-430M-20230520-6162-1018Gtokens-ctx4098,KnutJaegersberg,Fine-tuned,,True
KnutJaegersberg/RWKV-pileplus-1B5-evol_instruct_v2,KnutJaegersberg,Unknown,,False
KnutJaegersberg/Walter-Falcon-1B,KnutJaegersberg,Chat/post-trained,1.0,True
KnutJaegersberg/Walter-Llama-1B,KnutJaegersberg,Chat/post-trained,1.0,True
KnutJaegersberg/Walter-Mistral-7B,KnutJaegersberg,Chat/post-trained,7.0,True
KnutJaegersberg/Walter-SOLAR-11B,KnutJaegersberg,Chat/post-trained,10.0,True
KnutJaegersberg/YaYi-30b-EverythingLM,KnutJaegersberg,Fine-tuned,30.0,True
KnutJaegersberg/black_goo_recipe_a,KnutJaegersberg,Chat/post-trained,,True
KnutJaegersberg/black_goo_recipe_b,KnutJaegersberg,Chat/post-trained,,True
KnutJaegersberg/black_goo_recipe_c,KnutJaegersberg,Chat/post-trained,,True
KnutJaegersberg/black_goo_recipe_d,KnutJaegersberg,Chat/post-trained,,True
KnutJaegersberg/deacon-13b,KnutJaegersberg,Chat/post-trained,13.0,True
KnutJaegersberg/deacon-3b,KnutJaegersberg,Chat/post-trained,3.0,True
KnutJaegersberg/falcon-1b-t-sft,KnutJaegersberg,Chat/post-trained,1.0,True
KnutJaegersberg/galactica-orca-wizardlm-1.3b,KnutJaegersberg,Unknown,,False
KnutJaegersberg/gpt2-chatbot,KnutJaegersberg,Chat/post-trained,1.0,True
KnutJaegersberg/internlm-20b-llama,KnutJaegersberg,Pretrained,20.0,True
KnutJaegersberg/internlm-20b-llamafied,KnutJaegersberg,Pretrained,19.0,True
KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct,KnutJaegersberg,Fine-tuned,,True
KnutJaegersberg/megatron-gpt2-345m-evol_instruct_v2,KnutJaegersberg,Chat/post-trained,,True
KnutJaegersberg/openllama_3b_EvolInstruct_lora_merged,KnutJaegersberg,Chat/post-trained,3.0,True
KnutJaegersberg/platypus-1_8b,KnutJaegersberg,Chat/post-trained,1.0,True
KnutJaegersberg/webMistral-7B,KnutJaegersberg,Fine-tuned,7.0,True
KoboldAI/GPT-J-6B-Adventure,KoboldAI,Fine-tuned,6.0,True
KoboldAI/GPT-J-6B-Janeway,KoboldAI,Fine-tuned,6.0,True
KoboldAI/GPT-J-6B-Shinen,KoboldAI,Fine-tuned,6.0,True
KoboldAI/GPT-J-6B-Skein,KoboldAI,Fine-tuned,6.0,True
KoboldAI/GPT-NeoX-20B-Erebus,KoboldAI,Fine-tuned,20.0,True
KoboldAI/GPT-NeoX-20B-Skein,KoboldAI,Fine-tuned,20.0,True
