model_id,org_id,n_valid_F,n_valid_C,n_valid_target,eligible,reasons
Gille/StrangeMerges_15-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_16-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_17-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_18-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_2-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_20-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_21-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_22-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_23-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_24-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_25-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_26-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_27-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_28-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_29-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_3-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_30-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_31-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_32-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_33-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_34-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_35-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_36-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_37-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_38-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_4-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_40-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_41-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_42-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_43-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_44-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_45-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_46-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_47-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_48-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_49-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_5-7B-ties,Gille,586,584,9586,True,
Gille/StrangeMerges_50-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_51-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_52-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_53-7B-model_stock,Gille,586,584,9586,True,
Gille/StrangeMerges_6-7B-dare_ties,Gille,586,584,9586,True,
Gille/StrangeMerges_7-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_8-7B-slerp,Gille,586,584,9586,True,
Gille/StrangeMerges_9-7B-dare_ties,Gille,586,584,9586,True,
GreenNode/GreenNodeLM-7B-v1olet,GreenNode,586,584,9586,True,
GreenNode/GreenNodeLM-7B-v2leo,GreenNode,586,584,9586,True,
GreenNode/GreenNodeLM-7B-v4leo,GreenNode,586,584,9586,True,
GreenNode/GreenNodeLM-v3olet-7B,GreenNode,586,584,9586,True,
GreenNode/Merged-DPO-7B,GreenNode,586,584,9586,True,
GritLM/GritLM-7B,GritLM,586,584,9586,True,
GritLM/GritLM-8x7B,GritLM,586,584,9586,True,
Gryphe/MythoBoros-13b,Gryphe,586,584,9586,True,
Gryphe/MythoLogic-13b,Gryphe,586,586,9586,True,
Gryphe/MythoLogic-L2-13b,Gryphe,586,584,9586,True,
Gryphe/MythoMist-7b,Gryphe,586,584,9586,True,
Gryphe/MythoMix-L2-13b,Gryphe,586,584,9586,True,
Gryphe/Pantheon-RP-1.0-8b-Llama-3,Gryphe,586,584,9586,True,
Gryphe/Tiamat-8b-1.2-Llama-3-DPO,Gryphe,586,584,9586,True,
H-D-T/Buzz-8b-Large-v0.5,H-D-T,586,584,9586,True,
HIT-SCIR/Chinese-Mixtral-8x7B,HIT-SCIR,586,584,9586,True,
HIT-SCIR/huozi3,HIT-SCIR,586,584,9586,True,
HWERI/pythia-1.4b-deduped-sharegpt,HWERI,586,584,9586,True,
HWERI/pythia-70m-deduped-cleansharegpt,HWERI,586,584,9586,True,
HWERI/pythia-70m-deduped-cleansharegpt-en,HWERI,586,584,9586,True,
HaileyStorm/llama3-5.4b-instruct,HaileyStorm,586,584,9586,True,
HanNayeoniee/LHK,HanNayeoniee,586,584,9586,True,
HanNayeoniee/LHK_DPO_v1,HanNayeoniee,586,584,9586,True,
Harshvir/Llama-2-7B-physics,Harshvir,586,584,9586,True,
Hastagaras/Anjir-8B-L3,Hastagaras,586,584,9586,True,
Hastagaras/Halu-8B-Llama3-Blackroot,Hastagaras,586,584,9586,True,
Hastagaras/Halu-8B-Llama3-CR-v0.45,Hastagaras,586,584,9586,True,
Hastagaras/Halu-8B-Llama3-DT,Hastagaras,586,584,9586,True,
Hastagaras/Halu-8B-Llama3-v0.3,Hastagaras,586,584,9586,True,
Hastagaras/Halu-OAS-8B-Llama3,Hastagaras,586,584,9586,True,
Hastagaras/HaluAnjir-8B-L3-DD,Hastagaras,586,584,9586,True,
Hastagaras/llama-3-8b-okay,Hastagaras,586,584,9586,True,
Hemanth-thunder/Tamil-Mistral-7B-Instruct-v0.1,Hemanth-thunder,586,584,9586,True,
Hemanth-thunder/Tamil-Mistral-7B-v0.1,Hemanth-thunder,586,584,9586,True,
Heng666/EastAsia-4x7B-Moe-experiment,Heng666,586,584,9586,True,
Henk717/airochronos-33B,Henk717,586,584,9586,True,
Henk717/chronoboros-33B,Henk717,586,584,9586,True,
HenryJJ/Instruct_Mistral-7B-v0.1_Dolly15K,HenryJJ,586,584,9586,True,
HenryJJ/Instruct_Yi-6B_Dolly15K,HenryJJ,586,584,9586,True,
HenryJJ/Instruct_Yi-6B_Dolly_CodeAlpaca,HenryJJ,586,584,9586,True,
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca,HenryJJ,586,584,9586,True,
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v1,HenryJJ,586,584,9586,True,
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v2,HenryJJ,586,584,9586,True,
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v3,HenryJJ,586,584,9586,True,
HenryJJ/llama3-8B-lima,HenryJJ,586,584,9586,True,
HenryJJ/llama3-8b-cqia,HenryJJ,586,584,9586,True,
Herry443/Mistral-7B-KNUT-ref-en,Herry443,586,584,9586,True,
Hertz/Mistral-Hermes-2x7b,Hertz,586,584,9586,True,
HiTZ/alpaca-lora-65b-en-pt-es-ca,HiTZ,586,584,9586,True,
Himitsui/Kaiju-11B,Himitsui,586,584,9586,True,
Himitsui/KuroMitsu-11B,Himitsui,586,584,9586,True,
HuggingFaceFW/ablation-model-fineweb-v1,HuggingFaceFW,586,584,9586,True,
HuggingFaceH4/mistral-7b-grok,HuggingFaceH4,586,584,9586,True,
HuggingFaceH4/starchat-beta,HuggingFaceH4,586,586,9586,True,
HuggingFaceH4/zephyr-7b-alpha_private,HuggingFaceH4,586,584,9586,True,
HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4,586,584,9586,True,
HuggingFaceH4/zephyr-7b-gemma-v0.1,HuggingFaceH4,586,584,9586,True,
HuggingFaceTB/cosmo-1b,HuggingFaceTB,586,584,9586,True,
HyperbeeAI/Tulpar-7b-v0,HyperbeeAI,586,584,9586,True,
HyperbeeAI/Tulpar-7b-v1,HyperbeeAI,586,584,9586,True,
HyperbeeAI/Tulpar-7b-v2,HyperbeeAI,586,584,9586,True,
ICBU-NPU/FashionGPT-70B-V1,ICBU-NPU,586,584,9586,True,
ICBU-NPU/FashionGPT-70B-V1.1,ICBU-NPU,586,584,9586,True,
ICBU-NPU/FashionGPT-70B-V1.2,ICBU-NPU,586,584,9586,True,
IDEA-CCNL/Ziya-LLaMA-13B-Pretrain-v1,IDEA-CCNL,586,586,9586,True,
IDEA-CCNL/Ziya-LLaMA-13B-v1,IDEA-CCNL,586,586,9586,True,
IDEA-CCNL/Ziya2-13B-Base,IDEA-CCNL,586,584,9586,True,
IGeniusDev/llama13B-quant8-testv1-openorca-customdataset,IGeniusDev,586,584,9586,True,
INSAIT-Institute/BgGPT-7B-Instruct-v0.1,INSAIT-Institute,586,584,9586,True,
INSAIT-Institute/BgGPT-7B-Instruct-v0.2,INSAIT-Institute,586,584,9586,True,
Ichsan2895/Merak-7B-v5-PROTOTYPE1,Ichsan2895,586,584,9586,True,
IkariDev/Athena-tmp,IkariDev,586,584,9586,True,
IkariDev/Athena-v1,IkariDev,586,584,9586,True,
IkariDev/Athena-v3,IkariDev,586,584,9586,True,
IkariDev/Athena-v4,IkariDev,586,584,9586,True,
IkariDev/Athnete-13B,IkariDev,586,584,9586,True,
Iker/Llama-3-Neurona-8b,Iker,586,584,9586,True,
Iker/Neurona-2b,Iker,586,584,9586,True,
InferenceIllusionist/Excalibur-7B,InferenceIllusionist,586,584,9586,True,
InferenceIllusionist/Excalibur-7b-DPO,InferenceIllusionist,586,584,9586,True,
InferenceIllusionist/Magic-Dolphin-7b,InferenceIllusionist,586,584,9586,True,
Infinimol/miiqu-f16,Infinimol,586,584,9586,True,
InnerI/A-I-0xtom-7B-slerp,InnerI,586,584,9586,True,
InnerI/I-Code-NousLlama7B-slerp,InnerI,586,584,9586,True,
InnerI/InnerI-AI-sn6-7B-slerp,InnerI,586,584,9586,True,
InnerI/InnerIAI-chat-7b-grok,InnerI,586,584,9586,True,
InnerI/InnerILLM-0x00d0-7B-slerp,InnerI,586,584,9586,True,
InnerI/InnerILLM-7B-slerp,InnerI,586,584,9586,True,
InnerI/InnerILLM-OpenPipe-Nous-Yarn-Mistral-optimized-1228-7B-slerp,InnerI,586,584,9586,True,
Intel/neural-chat-7b-v3,Intel,586,584,9586,True,
Intel/neural-chat-7b-v3-1,Intel,586,584,9586,True,
Intel/neural-chat-7b-v3-2,Intel,586,584,9586,True,
Intel/neural-chat-7b-v3-3,Intel,586,584,9586,True,
Intel/neural-chat-7b-v3-3-Slerp,Intel,586,584,9586,True,
Inv/Dykh-Tau-7B,Inv,586,584,9586,True,
Inv/Elbrus-7B,Inv,586,584,9586,True,
Inv/Kazbek-7B,Inv,586,584,9586,True,
Inv/Konstanta-7B,Inv,586,584,9586,True,
Inv/Konstanta-Alpha-V2-7B,Inv,586,584,9586,True,
Inv/Konstanta-Gamma-10.9B,Inv,586,584,9586,True,
Inv/Konstanta-Gamma-V2-9B,Inv,586,584,9586,True,
Inv/Konstanta-V3-AlphaFlavour-7B,Inv,586,584,9586,True,
Inv/Konstanta-V3-BetaFlavour-7B,Inv,586,584,9586,True,
Inv/Konstanta-V4-Alpha-7B,Inv,586,584,9586,True,
Inv/MoECPM-Untrained-4x2b,Inv,586,584,9586,True,
Inv/MoeMoE-2x7b,Inv,586,584,9586,True,
Isaak-Carter/J.O.S.I.E.3-Beta10-7B-slerp,Isaak-Carter,586,584,9586,True,
Isaak-Carter/J.O.S.I.E.3-Beta11-7B-slerp,Isaak-Carter,586,584,9586,True,
Isaak-Carter/J.O.S.I.E.3-Beta12-7B-slerp,Isaak-Carter,586,584,9586,True,
Isaak-Carter/J.O.S.I.E.3-Beta8-slerp,Isaak-Carter,586,584,9586,True,
Isaak-Carter/JOSIE_Beta-3-7B-slerp,Isaak-Carter,586,584,9586,True,
Isaak-Carter/JOSIE_Beta-4-7B-slerp,Isaak-Carter,586,584,9586,True,
Isotonic/Hermes-2-Pro-Mixtral-4x7B,Isotonic,586,584,9586,True,
Isotonic/Mixnueza-6x32M-MoE,Isotonic,586,584,9586,True,
Isotonic/Mixnueza-Chat-6x32M-MoE,Isotonic,586,584,9586,True,
Isotonic/TinyMixtral-4x248M-MoE,Isotonic,586,584,9586,True,
Isotonic/TinyQwex-4x620M-MoE,Isotonic,586,584,9586,True,
Isotonic/smol_llama-4x220M-MoE,Isotonic,586,584,9586,True,
JCX-kcuf/Llama-2-7b-chat-hf-gpt-3.5-80k-base_lora,JCX-kcuf,586,584,9586,True,
JCX-kcuf/Llama-2-7b-chat-hf-gpt-4-80k,JCX-kcuf,586,584,9586,True,
JCX-kcuf/Llama-2-7b-chat-hf-gpt-4-80k-base_lora,JCX-kcuf,586,584,9586,True,
JCX-kcuf/Llama-2-7b-hf-gpt-3.5-80k,JCX-kcuf,586,584,9586,True,
JCX-kcuf/Llama-2-7b-hf-gpt-4-80k,JCX-kcuf,586,584,9586,True,
JCX-kcuf/Llama-2-7b-hf-llama2-chat-80k,JCX-kcuf,586,584,9586,True,
JCX-kcuf/Mistral-7B-v0.1-gpt-4-20k,JCX-kcuf,586,584,9586,True,
JCX-kcuf/Mistral-7B-v0.1-gpt-4-60k,JCX-kcuf,586,584,9586,True,
JCX-kcuf/Mistral-7B-v0.1-gpt-4-80k,JCX-kcuf,586,584,9586,True,
JCX-kcuf/openchat_3.5-gpt-4-80k,JCX-kcuf,586,584,9586,True,
JackFram/llama-160m,JackFram,586,584,9586,True,
JaeyeonKang/CCK-v1.3.0-DPO,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK-v2.0-DPO,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK_Asura_v1,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK_Asura_v1.1.0,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK_Asura_v2,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK_Asura_v2.1,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK_Asura_v3.0,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK_Gony_v0.1,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK_Gony_v0.2,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK_Gony_v3,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK_Gony_v3.1,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK_Gony_v3.2,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK_Gony_v3.3,JaeyeonKang,586,584,9586,True,
JaeyeonKang/CCK_gony,JaeyeonKang,586,584,9586,True,
Jaume/openchat-3.5-0106-mod-gpt5,Jaume,586,584,9586,True,
Jayant9928/orpo_med_v3,Jayant9928,586,584,9586,True,
JiheonJeong/v1,JiheonJeong,586,584,9586,True,
Jingyu6/MergeTest-7B-slerp,Jingyu6,586,584,9586,True,
JoSw-14/LoKuS-13B,JoSw-14,586,584,9586,True,
Joseph717171/BigOrca-2-XB,Joseph717171,586,584,9586,True,
Joseph717171/Cerebrum-1.0-10.7B,Joseph717171,586,584,9586,True,
Joseph717171/Genstruct-10.7B,Joseph717171,586,584,9586,True,
Joseph717171/Mistral-10.7B-v0.2,Joseph717171,586,584,9586,True,
Joseph717171/Mistral-12.25B-v0.2,Joseph717171,586,584,9586,True,
Joseph717171/SOLAR-19.2B-Instruct-v1.0,Joseph717171,586,584,9586,True,
Joseph717171/Tess-10.7B-v2.0,Joseph717171,586,584,9586,True,
Josephgflowers/160M-TinyLLama-Mini-Cinder,Josephgflowers,586,584,9586,True,
Josephgflowers/3BigReasonCinder,Josephgflowers,586,584,9586,True,
Josephgflowers/Cinder-1.3B-Test,Josephgflowers,586,584,9586,True,
Josephgflowers/Cinder-Phi-2-STEM-2.94B-Test,Josephgflowers,586,584,9586,True,
Josephgflowers/Cinder-Phi-2-Test-1,Josephgflowers,586,584,9586,True,
Josephgflowers/Cinder-Phi-2-V1-F16-gguf,Josephgflowers,586,584,9586,True,
Josephgflowers/GPT2-774M-CINDER-SHOW-MULTI-CHAT,Josephgflowers,586,584,9586,True,
Josephgflowers/Phi-3-mini-4k-instruct-Cinder-llamafied-with-16bit-GGUF,Josephgflowers,586,584,9586,True,
Josephgflowers/Qllama-.5B-Base-Wiki-Chat-RAG,Josephgflowers,586,584,9586,True,
Josephgflowers/Qllama-.5B-RAG-1,Josephgflowers,586,584,9586,True,
Josephgflowers/Qllama-tiny-.5B-test-1,Josephgflowers,586,584,9586,True,
Josephgflowers/TinyLlama-3T-Cinder-v1,Josephgflowers,586,584,9586,True,
Josephgflowers/TinyLlama-3T-Cinder-v1.1,Josephgflowers,586,584,9586,True,
Josephgflowers/TinyLlama-3T-Cinder-v1.2,Josephgflowers,586,584,9586,True,
Josephgflowers/TinyLlama-3T-Cinder-v1.3,Josephgflowers,586,584,9586,True,
Josephgflowers/TinyLlama-748M-Reason-With-Cinder-Test-2,Josephgflowers,586,584,9586,True,
Josephgflowers/TinyLlama-Cinder-1.3B-Test.2,Josephgflowers,586,584,9586,True,
Josephgflowers/TinyLlama-Cinder-Agent-Rag,Josephgflowers,586,584,9586,True,
Josephgflowers/TinyLlama-Cinder-Agent-v1,Josephgflowers,586,584,9586,True,
Josephgflowers/TinyLlama-Cinder-Math-Train,Josephgflowers,586,584,9586,True,
Josephgflowers/TinyLlama-Cinder-Tiny-Agent,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-1.3B-Cinder-Reason-Test,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-1.3B-Cinder-Reason-Test-2,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-1.5B-Cinder-Test-1,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-1.5B-Cinder-Test-2,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-1.5B-Cinder-Test-3,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-1.5B-Cinder-Test-4,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-1.5B-Cinder-Test-5,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-1.5B-Cinder-Test-6,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-320M-Cinder-v1,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-616M-Cinder,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-616M-Cinder-DPO-With-GGUF,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-Cinder-1.3B-Reason-Test,Josephgflowers,586,584,9586,True,
Josephgflowers/Tinyllama-Cinder-1.3B-Reason-Test.2,Josephgflowers,586,584,9586,True,
Josephgflowers/distillgpt2Cinder,Josephgflowers,586,584,9586,True,
Josephgflowers/tinyllama-730M-test,Josephgflowers,586,584,9586,True,
JosephusCheung/LL7M,JosephusCheung,586,584,9586,True,
JosephusCheung/Pwen-14B-Chat-20_30,JosephusCheung,586,584,9586,True,
JosephusCheung/Pwen-7B-Chat-20_30,JosephusCheung,586,584,9586,True,
JosephusCheung/Pwen-VL-Chat-20_30,JosephusCheung,586,584,9586,True,
JosephusCheung/Qwen-LLaMAfied-7B-Chat,JosephusCheung,586,584,9586,True,
JosephusCheung/Qwen-VL-LLaMAfied-7B-Chat,JosephusCheung,586,584,9586,True,
JosephusCheung/Yee-34B-200K-Chat,JosephusCheung,586,584,9586,True,
JunchengXie/Llama-2-13b-chat-hf-gpt-4-80k-base_lora,JunchengXie,586,584,9586,True,
JunchengXie/Mistral-7B-Instruct-v0.1-gpt-4-80k-base_lora,JunchengXie,586,584,9586,True,
JunchengXie/Mistral-7B-Instruct-v0.2-gpt-4-80k,JunchengXie,586,584,9586,True,
JunchengXie/Mistral-7B-Instruct-v0.2-gpt-4-80k-base_lora,JunchengXie,586,584,9586,True,
JunchengXie/Mistral-7B-v0.1-gpt-4-20k,JunchengXie,586,584,9586,True,
JunchengXie/Mistral-7B-v0.1-gpt-4-40k,JunchengXie,586,584,9586,True,
JunchengXie/Mistral-7B-v0.1-gpt-4-60k,JunchengXie,586,584,9586,True,
JunchengXie/Mistral-7B-v0.1-raw-80k,JunchengXie,586,584,9586,True,
JunchengXie/Starling-LM-7B-alpha-gpt-4-80k,JunchengXie,586,584,9586,True,
JunchengXie/zephyr-7b-beta-gpt-4-80k,JunchengXie,586,584,9586,True,
Juniplayground/Mist_LLaMA-2-7B-1024_V3,Juniplayground,586,584,9586,True,
KKare/Misgit-7B-slerp,KKare,586,584,9586,True,
Kabster/Bio-Mistralv2-Squared,Kabster,586,584,9586,True,
Kabster/BioMistral-MedicalQA-FT,Kabster,586,584,9586,True,
Kabster/BioMistral-Zephyr-Beta-SLERP,Kabster,586,584,9586,True,
KaeriJenti/Kaori-34B-v1,KaeriJenti,586,584,9586,True,
KaeriJenti/Kaori-34b-v2,KaeriJenti,586,584,9586,True,
KaeriJenti/kaori-34b-v3,KaeriJenti,586,584,9586,True,
KaeriJenti/kaori-34b-v4,KaeriJenti,586,584,9586,True,
KaeriJenti/kaori-70b-v1,KaeriJenti,586,584,9586,True,
Karko/Proctora,Karko,586,584,9586,True,
KatyTheCutie/EstopianMaid-13B,KatyTheCutie,586,584,9586,True,
KatyTheCutie/LemonadeRP-4.5.3,KatyTheCutie,586,584,9586,True,
Kearm/94909a799eefebebc2734491449fb3ef,Kearm,586,584,9586,True,
KeyonZeng/lion-gemma-2b,KeyonZeng,586,584,9586,True,
KeyonZeng/lion-gemma-7b-cn,KeyonZeng,586,584,9586,True,
KeyonZeng/lion-gemma-7b-cn-v2,KeyonZeng,586,584,9586,True,
KeyonZeng/lion-llama3-8b,KeyonZeng,586,584,9586,True,
KeyonZeng/lion-zephyr-7b,KeyonZeng,586,584,9586,True,
KeyonZeng/philion-2,KeyonZeng,586,584,9586,True,
Kiddyz/testlm-1,Kiddyz,586,584,9586,True,
Kiddyz/testlm-1-1,Kiddyz,586,584,9586,True,
Kiddyz/testlm-3,Kiddyz,586,584,9586,True,
Kiddyz/testlm2,Kiddyz,586,584,9586,True,
KingNish/CodeMaster-v1-7b,KingNish,586,584,9586,True,
KingNish/CodeMaster-v1-9b,KingNish,586,584,9586,True,
KingNish/KingNish-Llama3-8b,KingNish,586,584,9586,True,
KingNish/Llama3-12b,KingNish,586,584,9586,True,
KingNish/tinyllama,KingNish,586,584,9586,True,
Knobi3/EvoMerge1,Knobi3,586,584,9586,True,
KnutJaegersberg/CausalLM-Platypus-14B,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deacon-1_8b,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deacon-1b,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deacon-20B,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deacon-34b-Adapter,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deacon-34b-qlora-adapter,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deita-1_8B,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deita-20b,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deita-2b,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deita-32b,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deita-34b,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deita-4b,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deita-500m,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Deita-Qwen-1_8B,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Galpaca-30b-MiniOrca,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/LLongMA-3b-LIMA,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/MistralInstructLongish,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Nanbeige-16B-Base-32K-llama,KnutJaegersberg,432,446,9104,True,
KnutJaegersberg/Qwen-14B-Llamafied,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Qwen-1_8B-Chat-llama,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Qwen-1_8B-Llamafied,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Qwen-1_8b-EverythingLM,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/RWKV-4-PilePlus-169M-20230520-done-ctx4096,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/RWKV-4-PilePlus-1B5-20230520-2942-486Gtokens-ctx4096,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/RWKV-4-PilePlus-430M-20230520-6162-1018Gtokens-ctx4098,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/RWKV-pileplus-1B5-evol_instruct_v2,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Walter-Falcon-1B,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Walter-Llama-1B,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Walter-Mistral-7B,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/Walter-SOLAR-11B,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/YaYi-30b-EverythingLM,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/black_goo_recipe_a,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/black_goo_recipe_b,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/black_goo_recipe_c,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/black_goo_recipe_d,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/deacon-13b,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/deacon-3b,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/falcon-1b-t-sft,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/galactica-orca-wizardlm-1.3b,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/gpt2-chatbot,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/internlm-20b-llama,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/internlm-20b-llamafied,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct,KnutJaegersberg,586,586,9586,True,
KnutJaegersberg/megatron-gpt2-345m-evol_instruct_v2,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/openllama_3b_EvolInstruct_lora_merged,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/platypus-1_8b,KnutJaegersberg,586,584,9586,True,
KnutJaegersberg/webMistral-7B,KnutJaegersberg,586,584,9586,True,
KoboldAI/GPT-J-6B-Adventure,KoboldAI,586,586,9586,True,
KoboldAI/GPT-J-6B-Janeway,KoboldAI,586,586,9586,True,
KoboldAI/GPT-J-6B-Shinen,KoboldAI,586,586,9586,True,
KoboldAI/GPT-J-6B-Skein,KoboldAI,586,586,9586,True,
KoboldAI/GPT-NeoX-20B-Erebus,KoboldAI,586,586,9586,True,
KoboldAI/GPT-NeoX-20B-Skein,KoboldAI,586,586,9586,True,
KoboldAI/LLaMA2-13B-Estopia,KoboldAI,586,584,9586,True,
KoboldAI/LLaMA2-13B-Psyfighter2,KoboldAI,586,584,9586,True,
KoboldAI/LLaMA2-13B-Tiefighter,KoboldAI,586,584,9586,True,
KoboldAI/Mistral-7B-Erebus-v3,KoboldAI,586,584,9586,True,
KoboldAI/Mistral-7B-Holodeck-1,KoboldAI,586,584,9586,True,
KoboldAI/Mixtral-8x7B-Holodeck-v1,KoboldAI,586,584,9586,True,
KoboldAI/OPT-13B-Erebus,KoboldAI,586,586,9586,True,
KoboldAI/OPT-13B-Nerybus-Mix,KoboldAI,586,586,9586,True,
KoboldAI/OPT-13B-Nerys-v2,KoboldAI,586,586,9586,True,
KoboldAI/OPT-2.7B-Erebus,KoboldAI,586,586,9586,True,
